ID,Full Guideline,Slogan,Restructured,Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,Guideline + Slogan
D045.027,"Interactivity: H27: When a user interacts with the dashboard, the dashboard should guide the user with their next step.",Interactivity,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Interactivity: Interactivity: H27: When a user interacts with the dashboard, the dashboard should guide the user with their next step."
D045.028,"Content update: H28: The dashboard should update its view based on what is selected, highlighted or filtered by the user.",Content update,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Content update: Content update: H28: The dashboard should update its view based on what is selected, highlighted or filtered by the user."
D045.029,Saliency: H29: There are text and visual elements to frame or guide salient information.,Saliency,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Saliency: Saliency: H29: There are text and visual elements to frame or guide salient information.
D045.030,Breadcrumbing: H30: There is a clear path and breadcrumbs for user actions within the dashboard.,Breadcrumbing,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Breadcrumbing: Breadcrumbing: H30: There is a clear path and breadcrumbs for user actions within the dashboard.
D045.031,"Content prominence: H31: There are clear strategies employed in the dashboard to mark charts or marks more prominently than others to encourage a user to interact with them, as well as de-emphasize items not relevant to the conversation.",Content prominence,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Content prominence: Content prominence: H31: There are clear strategies employed in the dashboard to mark charts or marks more prominently than others to encourage a user to interact with them, as well as de-emphasize items not relevant to the conversation."
D045.032,"Functional dead end: H32: The dashboard should not freeze, crash, display errors, or otherwise unexpectedly interrupt the user.",Functional dead end,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Functional dead end: Functional dead end: H32: The dashboard should not freeze, crash, display errors, or otherwise unexpectedly interrupt the user."
D045.033,"Navigational dead end: H33: The dashboard supports interactivity (e.g., filters, search) to help a user navigate between different snapshots of the data being presented.",Navigational dead end,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Navigational dead end: Navigational dead end: H33: The dashboard supports interactivity (e.g., filters, search) to help a user navigate between different snapshots of the data being presented."
D045.034,"Input modality: H34: The dashboard should support input modalities (e.g., natural language interaction, filter widgets, and / or clicks) to answer any analytical question or task.",Input modality,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Input modality: Input modality: H34: The dashboard should support input modalities (e.g., natural language interaction, filter widgets, and / or clicks) to answer any analytical question or task."
D045.035,"Affordances: H35: The user can set or adjust their own definition of concepts or metrics, or otherwise include their own knowledge into the dashboard. (e.g., if a user is interested only in ""tall"" people, can they set their own definition of ""tall"")",Affordances,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,"Affordances: Affordances: H35: The user can set or adjust their own definition of concepts or metrics, or otherwise include their own knowledge into the dashboard. (e.g., if a user is interested only in ""tall"" people, can they set their own definition of ""tall"")"
D045.036,Takeaways: H36: There should be a clear takeaway from the dashboard.,Takeaways,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Takeaways: Takeaways: H36: There should be a clear takeaway from the dashboard.
D045.037,Takeaways: H37: The dashboard should not contain any information that distracts from the key takeaway.,Takeaways,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Takeaways: Takeaways: H37: The dashboard should not contain any information that distracts from the key takeaway.
